INFO:arc_agi.scorecard:Initialized ScorecardManager with idle_for=0:15:00 and max_open_for=3 days, 0:00:00
2026-08-11 10:41:23 | INFO | Got anonymous API key: e735debb-533d-4a97-9e32-3f3703a12ad8
Got anonymous API key: e735debb-533d-4a97-9e32-3f3703a12ad8
2026-08-11 10:41:23 | INFO | You can register for an API key at https://three.arcprize.org
You can register for an API key at https://three.arcprize.org
2026-08-11 10:41:24 | INFO | Successfully fetched 25 environment(s) from API
Successfully fetched 25 environment(s) from API
=== [1/1] cn04 ===
2026-08-11 10:41:24 | INFO | Created new scorecard: ec8672e3-e4d3-4f72-b810-ea4dde42b314
Created new scorecard: ec8672e3-e4d3-4f72-b810-ea4dde42b314
2026-08-11 10:41:25 | INFO | Successfully fetched metadata for game cn04
Successfully fetched metadata for game cn04
2026-08-11 10:41:26 | INFO | Successfully downloaded game cn04 (version: 2fe56bfb) to environment_files\cn04\2fe56bfb
Successfully downloaded game cn04 (version: 2fe56bfb) to environment_files\cn04\2fe56bfb
2026-08-11 10:41:26 | INFO | Successfully loaded game class Cn04 from environment_files\cn04\2fe56bfb\cn04.py
Successfully loaded game class Cn04 from environment_files\cn04\2fe56bfb\cn04.py
cn04 - RESET: count 0, levels completed 0, avg fps 0.0)
cn04 - ACTION1: count 2440, levels completed 1, avg fps 23.97)
cn04 - ACTION5: count 2441, levels completed 1, avg fps 23.98)
cn04 - ACTION1: count 2442, levels completed 1, avg fps 23.99)
cn04 - ACTION1: count 2443, levels completed 1, avg fps 24.0)
cn04 - ACTION5: count 2444, levels completed 1, avg fps 24.01)
cn04 - ACTION4: count 2445, levels completed 1, avg fps 24.02)
cn04 - ACTION4: count 2446, levels completed 1, avg fps 24.03)
cn04 - ACTION4: count 2447, levels completed 1, avg fps 24.04)
cn04 - ACTION1: count 2448, levels completed 1, avg fps 24.04)
cn04 - ACTION2: count 2449, levels completed 1, avg fps 24.05)
cn04 - ACTION4: count 2450, levels completed 1, avg fps 24.06)
cn04 - ACTION2: count 2451, levels completed 1, avg fps 24.07)
cn04 - ACTION3: count 2452, levels completed 1, avg fps 24.08)
cn04 - ACTION2: count 2453, levels completed 1, avg fps 24.09)
cn04 - ACTION3: count 2454, levels completed 1, avg fps 24.1)
cn04 - RESET: count 2455, levels completed 1, avg fps 24.11)
cn04 - ACTION5: count 2456, levels completed 1, avg fps 24.12)
cn04 - ACTION3: count 2457, levels completed 1, avg fps 24.13)
cn04 - ACTION2: count 2458, levels completed 1, avg fps 24.14)
cn04 - ACTION1: count 2459, levels completed 1, avg fps 24.15)
cn04 - ACTION1: count 2460, levels completed 1, avg fps 24.16)
cn04 - ACTION3: count 2461, levels completed 1, avg fps 24.17)
cn04 - ACTION2: count 2462, levels completed 1, avg fps 24.18)
cn04 - ACTION4: count 2463, levels completed 1, avg fps 24.19)
cn04 - ACTION2: count 2464, levels completed 1, avg fps 24.2)
cn04 - ACTION1: count 2465, levels completed 1, avg fps 24.21)
cn04 - ACTION2: count 2466, levels completed 1, avg fps 24.22)
cn04 - ACTION3: count 2467, levels completed 1, avg fps 24.23)
cn04 - ACTION5: count 2468, levels completed 1, avg fps 24.24)
cn04 - ACTION2: count 2469, levels completed 1, avg fps 24.25)
cn04 - ACTION3: count 2470, levels completed 1, avg fps 24.26)
cn04 - ACTION1: count 2471, levels completed 1, avg fps 24.27)
cn04 - ACTION5: count 2472, levels completed 1, avg fps 24.28)
cn04 - ACTION3: count 2473, levels completed 1, avg fps 24.29)
cn04 - ACTION3: count 2474, levels completed 1, avg fps 24.3)
cn04 - ACTION2: count 2475, levels completed 1, avg fps 24.31)
cn04 - ACTION4: count 2476, levels completed 1, avg fps 24.31)
cn04 - ACTION1: count 2477, levels completed 1, avg fps 24.32)
cn04 - ACTION1: count 2478, levels completed 1, avg fps 24.33)
cn04 - ACTION3: count 2479, levels completed 1, avg fps 24.34)
cn04 - ACTION5: count 2480, levels completed 1, avg fps 24.35)
cn04 - ACTION3: count 2481, levels completed 1, avg fps 24.36)
cn04 - ACTION2: count 2482, levels completed 1, avg fps 24.37)
cn04 - ACTION1: count 2483, levels completed 1, avg fps 24.38)
cn04 - ACTION3: count 2484, levels completed 1, avg fps 24.39)
cn04 - ACTION5: count 2485, levels completed 1, avg fps 24.4)
cn04 - ACTION2: count 2486, levels completed 1, avg fps 24.41)
cn04 - ACTION3: count 2487, levels completed 1, avg fps 24.42)
cn04 - ACTION5: count 2488, levels completed 1, avg fps 24.43)
cn04 - ACTION5: count 2489, levels completed 1, avg fps 24.44)
cn04 - ACTION5: count 2490, levels completed 1, avg fps 24.45)
cn04 - ACTION5: count 2491, levels completed 1, avg fps 24.46)
cn04 - ACTION3: count 2492, levels completed 1, avg fps 24.46)
cn04 - ACTION5: count 2493, levels completed 1, avg fps 24.47)
cn04 - ACTION4: count 2494, levels completed 1, avg fps 24.48)
cn04 - ACTION1: count 2495, levels completed 1, avg fps 24.49)
cn04 - ACTION5: count 2496, levels completed 1, avg fps 24.5)
cn04 - ACTION4: count 2497, levels completed 1, avg fps 24.51)
cn04 - ACTION2: count 2498, levels completed 1, avg fps 24.52)
cn04 - ACTION2: count 2499, levels completed 1, avg fps 24.53)
cn04 - ACTION4: count 2500, levels completed 1, avg fps 24.54)
cn04 - ACTION4: count 2501, levels completed 1, avg fps 24.55)
cn04 - ACTION2: count 2502, levels completed 1, avg fps 24.56)
cn04 - ACTION1: count 2503, levels completed 1, avg fps 24.57)
cn04 - ACTION2: count 2504, levels completed 1, avg fps 24.58)
cn04 - ACTION3: count 2505, levels completed 1, avg fps 24.59)
cn04 - ACTION5: count 2506, levels completed 1, avg fps 24.6)
cn04 - ACTION2: count 2507, levels completed 1, avg fps 24.61)
cn04 - ACTION5: count 2508, levels completed 1, avg fps 24.62)
cn04 - ACTION3: count 2509, levels completed 1, avg fps 24.63)
cn04 - ACTION5: count 2510, levels completed 1, avg fps 24.64)
cn04 - ACTION3: count 2511, levels completed 1, avg fps 24.65)
cn04 - ACTION1: count 2512, levels completed 1, avg fps 24.66)
cn04 - ACTION1: count 2513, levels completed 1, avg fps 24.67)
cn04 - ACTION2: count 2514, levels completed 1, avg fps 24.68)
cn04 - ACTION2: count 2515, levels completed 1, avg fps 24.69)
cn04 - ACTION1: count 2516, levels completed 1, avg fps 24.7)
cn04 - ACTION3: count 2517, levels completed 1, avg fps 24.71)
cn04 - ACTION4: count 2518, levels completed 1, avg fps 24.71)
cn04 - ACTION2: count 2519, levels completed 1, avg fps 24.72)
cn04 - ACTION5: count 2520, levels completed 1, avg fps 24.73)
cn04 - ACTION5: count 2521, levels completed 1, avg fps 24.74)
cn04 - ACTION1: count 2522, levels completed 1, avg fps 24.75)
cn04 - ACTION3: count 2523, levels completed 1, avg fps 24.76)
cn04 - ACTION4: count 2524, levels completed 1, avg fps 24.77)
cn04 - ACTION2: count 2525, levels completed 1, avg fps 24.78)
cn04 - ACTION2: count 2526, levels completed 1, avg fps 24.79)
cn04 - ACTION5: count 2527, levels completed 1, avg fps 24.8)
cn04 - ACTION5: count 2528, levels completed 1, avg fps 24.81)
cn04 - ACTION4: count 2529, levels completed 1, avg fps 24.82)
cn04 - ACTION1: count 2530, levels completed 1, avg fps 24.83)
cn04 - ACTION5: count 2531, levels completed 1, avg fps 24.84)
cn04 - ACTION2: count 2532, levels completed 1, avg fps 24.85)
cn04 - ACTION5: count 2533, levels completed 1, avg fps 24.86)
cn04 - ACTION2: count 2534, levels completed 1, avg fps 24.87)
cn04 - ACTION2: count 2535, levels completed 1, avg fps 24.87)
cn04 - ACTION4: count 2536, levels completed 1, avg fps 24.88)
cn04 - ACTION2: count 2537, levels completed 1, avg fps 24.89)
cn04 - ACTION2: count 2538, levels completed 1, avg fps 24.9)
cn04 - ACTION1: count 2539, levels completed 1, avg fps 24.91)
cn04 - ACTION2: count 2540, levels completed 1, avg fps 24.92)
cn04 - ACTION4: count 2541, levels completed 1, avg fps 24.93)
cn04 - ACTION3: count 2542, levels completed 1, avg fps 24.94)
cn04 - ACTION5: count 2543, levels completed 1, avg fps 24.95)
cn04 - ACTION3: count 2544, levels completed 1, avg fps 24.96)
cn04 - ACTION2: count 2545, levels completed 1, avg fps 24.97)
cn04 - ACTION1: count 2546, levels completed 1, avg fps 24.98)
cn04 - ACTION5: count 2547, levels completed 1, avg fps 24.99)
cn04 - ACTION3: count 2548, levels completed 1, avg fps 25.0)
cn04 - ACTION1: count 2549, levels completed 1, avg fps 25.01)
cn04 - ACTION1: count 2550, levels completed 1, avg fps 25.02)
cn04 - ACTION1: count 2551, levels completed 1, avg fps 25.03)
cn04 - ACTION5: count 2552, levels completed 1, avg fps 25.04)
cn04 - ACTION2: count 2553, levels completed 1, avg fps 25.05)
cn04 - ACTION4: count 2554, levels completed 1, avg fps 25.06)
cn04 - ACTION2: count 2555, levels completed 1, avg fps 25.07)
cn04 - RESET: count 2556, levels completed 1, avg fps 25.08)
cn04 - ACTION2: count 2557, levels completed 1, avg fps 25.09)
cn04 - ACTION4: count 2558, levels completed 1, avg fps 25.1)
cn04 - ACTION1: count 2559, levels completed 1, avg fps 25.11)
cn04 - ACTION5: count 2560, levels completed 1, avg fps 25.11)
cn04 - ACTION1: count 2561, levels completed 1, avg fps 25.12)
cn04 - ACTION4: count 2562, levels completed 1, avg fps 25.13)
cn04 - ACTION5: count 2563, levels completed 1, avg fps 25.14)
cn04 - ACTION4: count 2564, levels completed 1, avg fps 25.15)
cn04 - ACTION1: count 2565, levels completed 1, avg fps 25.16)
cn04 - ACTION5: count 2566, levels completed 1, avg fps 25.17)
cn04 - ACTION1: count 2567, levels completed 1, avg fps 25.18)
cn04 - ACTION2: count 2568, levels completed 1, avg fps 25.19)
cn04 - ACTION1: count 2569, levels completed 1, avg fps 25.2)
cn04 - ACTION2: count 2570, levels completed 1, avg fps 25.21)
cn04 - ACTION4: count 2571, levels completed 1, avg fps 25.22)
cn04 - ACTION5: count 2572, levels completed 1, avg fps 25.23)
cn04 - ACTION3: count 2573, levels completed 1, avg fps 25.24)
cn04 - ACTION5: count 2574, levels completed 1, avg fps 25.25)
cn04 - ACTION4: count 2575, levels completed 1, avg fps 25.26)
cn04 - ACTION1: count 2576, levels completed 1, avg fps 25.27)
cn04 - ACTION2: count 2577, levels completed 1, avg fps 25.28)
cn04 - ACTION1: count 2578, levels completed 1, avg fps 25.29)
cn04 - ACTION1: count 2579, levels completed 1, avg fps 25.3)
cn04 - ACTION4: count 2580, levels completed 1, avg fps 25.31)
cn04 - ACTION2: count 2581, levels completed 1, avg fps 25.32)
cn04 - ACTION5: count 2582, levels completed 1, avg fps 25.33)
cn04 - ACTION1: count 2583, levels completed 1, avg fps 25.34)
cn04 - ACTION4: count 2584, levels completed 1, avg fps 25.34)
cn04 - ACTION2: count 2585, levels completed 1, avg fps 25.35)
cn04 - ACTION4: count 2586, levels completed 1, avg fps 25.36)
cn04 - ACTION1: count 2587, levels completed 1, avg fps 25.37)
cn04 - ACTION1: count 2588, levels completed 1, avg fps 25.38)
cn04 - ACTION3: count 2589, levels completed 1, avg fps 25.39)
cn04 - ACTION4: count 2590, levels completed 1, avg fps 25.4)
cn04 - ACTION1: count 2591, levels completed 1, avg fps 25.41)
cn04 - ACTION2: count 2592, levels completed 1, avg fps 25.42)
cn04 - ACTION1: count 2593, levels completed 1, avg fps 25.43)
cn04 - ACTION5: count 2594, levels completed 1, avg fps 25.44)
cn04 - ACTION3: count 2595, levels completed 1, avg fps 25.45)
cn04 - ACTION2: count 2596, levels completed 1, avg fps 25.46)
cn04 - ACTION5: count 2597, levels completed 1, avg fps 25.47)
cn04 - ACTION4: count 2598, levels completed 1, avg fps 25.48)
cn04 - ACTION1: count 2599, levels completed 1, avg fps 25.49)
cn04 - ACTION4: count 2600, levels completed 1, avg fps 25.5)
Exiting: agent reached MAX_ACTIONS of 2600, took 101.98 seconds (25.51 average fps)
  → state=GameState.NOT_FINISHED, levels_completed=1, actions=2601

========= SUMMARY =========
  cn04     levels=  1  actions= 2601  state=GameState.NOT_FINISHED

Aggregate scorecard score: 0.22984170711443438
